Serial_number:,1072226,,,,,,,,,,
Project ID:,NCOS Hydrology Monitoring,,,,,,,,,,
Location:,Groundwater Well 12,,,,,,,,,,
LEVEL UNIT: ,ft,,,,,,,,,,
Offset: ,0.000000 ft,,,,,,,,,,
Altitude: ,0.000000 ft,,,,,,,,,,
Density: ,1.000000 kg/L,,,,,,,,,,
TEMPERATURE UNIT: ,Deg C,,,,,,,,,,
CONDUCTIVITY UNIT:,µS/cm,,,,,,,,,,
,,,,,,,,,,,
Date,Time,Date + Time,NOAA Precip (inch),LEVEL (ft.),WSE (ft. NAVD88),Depth from Surface (ft),TEMPERATURE (C),CONDUCTIVITY (uS/cm),CONDUCTIVITY (mS/cm),CONDUCTIVITY (S/m),NOTES
2/16/2020,1:30,2/16/2020 1:30,,2.935,8.835,0.765,12.3,2596,2.596,0.2596,
2/16/2020,1:45,2/16/2020 1:45,,2.937,8.837,0.763,12.3,2594,2.594,0.2594,
2/16/2020,2:00,2/16/2020 2:00,,2.943,8.843,0.757,12.3,2593,2.593,0.2593,
2/16/2020,2:15,2/16/2020 2:15,,2.944,8.844,0.756,12.3,2590,2.59,0.259,
2/16/2020,2:30,2/16/2020 2:30,,2.939,8.839,0.761,12.3,2589,2.589,0.2589,
2/16/2020,2:45,2/16/2020 2:45,,2.948,8.848,0.752,12.3,2588,2.588,0.2588,
2/16/2020,3:00,2/16/2020 3:00,,2.946,8.846,0.754,12.3,2585,2.585,0.2585,
2/16/2020,3:15,2/16/2020 3:15,,2.941,8.841,0.759,12.3,2584,2.584,0.2584,
2/16/2020,3:30,2/16/2020 3:30,,2.948,8.848,0.752,12.3,2583,2.583,0.2583,
2/16/2020,3:45,2/16/2020 3:45,,2.942,8.842,0.758,12.3,2581,2.581,0.2581,
2/16/2020,4:00,2/16/2020 4:00,,2.945,8.845,0.755,12.3,2579,2.579,0.2579,
2/16/2020,4:15,2/16/2020 4:15,,2.941,8.841,0.759,12.3,2577,2.577,0.2577,
2/16/2020,4:30,2/16/2020 4:30,,2.951,8.851,0.749,12.3,2576,2.576,0.2576,
2/16/2020,4:45,2/16/2020 4:45,,2.949,8.849,0.751,12.3,2572,2.572,0.2572,
2/16/2020,5:00,2/16/2020 5:00,,2.948,8.848,0.752,12.3,2572,2.572,0.2572,
2/16/2020,5:15,2/16/2020 5:15,,2.952,8.852,0.748,12.3,2571,2.571,0.2571,
2/16/2020,5:30,2/16/2020 5:30,,2.943,8.843,0.757,12.3,2568,2.568,0.2568,
2/16/2020,5:45,2/16/2020 5:45,,2.948,8.848,0.752,12.3,2567,2.567,0.2567,
2/16/2020,6:00,2/16/2020 6:00,,2.946,8.846,0.754,12.3,2566,2.566,0.2566,
2/16/2020,6:15,2/16/2020 6:15,,2.948,8.848,0.752,12.3,2563,2.563,0.2563,
2/16/2020,6:30,2/16/2020 6:30,,2.946,8.846,0.754,12.3,2562,2.562,0.2562,
2/16/2020,6:45,2/16/2020 6:45,,2.942,8.842,0.758,12.3,2561,2.561,0.2561,
2/16/2020,7:00,2/16/2020 7:00,,2.938,8.838,0.762,12.3,2558,2.558,0.2558,
2/16/2020,7:15,2/16/2020 7:15,,2.941,8.841,0.759,12.3,2557,2.557,0.2557,
2/16/2020,7:30,2/16/2020 7:30,,2.948,8.848,0.752,12.3,2554,2.554,0.2554,
2/16/2020,7:45,2/16/2020 7:45,,2.958,8.858,0.742,12.3,2553,2.553,0.2553,
2/16/2020,8:00,2/16/2020 8:00,,2.976,8.876,0.724,12.3,2550,2.55,0.255,
2/16/2020,8:15,2/16/2020 8:15,,2.985,8.885,0.715,12.3,2548,2.548,0.2548,
2/16/2020,8:30,2/16/2020 8:30,,2.979,8.879,0.721,12.3,2544,2.544,0.2544,
2/16/2020,8:45,2/16/2020 8:45,,2.997,8.897,0.703,12.3,2541,2.541,0.2541,
2/16/2020,9:00,2/16/2020 9:00,,3,8.9,0.7,12.3,2536,2.536,0.2536,
2/16/2020,9:15,2/16/2020 9:15,,3.004,8.904,0.696,12.3,2533,2.533,0.2533,
2/16/2020,9:30,2/16/2020 9:30,,3.006,8.906,0.694,12.3,2529,2.529,0.2529,
2/16/2020,9:45,2/16/2020 9:45,,2.999,8.899,0.701,12.3,2527,2.527,0.2527,
2/16/2020,10:00,2/16/2020 10:00,,2.984,8.884,0.716,12.3,2523,2.523,0.2523,
2/16/2020,10:15,2/16/2020 10:15,,2.986,8.886,0.714,12.3,2520,2.52,0.252,
2/16/2020,10:30,2/16/2020 10:30,,2.971,8.871,0.729,12.3,2519,2.519,0.2519,
2/16/2020,10:45,2/16/2020 10:45,,2.971,8.871,0.729,12.3,2515,2.515,0.2515,
2/16/2020,11:00,2/16/2020 11:00,,2.962,8.862,0.738,12.3,2515,2.515,0.2515,
2/16/2020,11:15,2/16/2020 11:15,,2.956,8.856,0.744,12.3,2513,2.513,0.2513,
2/16/2020,11:30,2/16/2020 11:30,,2.959,8.859,0.741,12.3,2514,2.514,0.2514,
2/16/2020,11:45,2/16/2020 11:45,,2.929,8.829,0.771,12.3,2514,2.514,0.2514,
2/16/2020,12:00,2/16/2020 12:00,,2.909,8.809,0.791,12.3,2515,2.515,0.2515,
2/16/2020,12:15,2/16/2020 12:15,,2.885,8.785,0.815,12.3,2517,2.517,0.2517,
2/16/2020,12:30,2/16/2020 12:30,,2.868,8.768,0.832,12.3,2518,2.518,0.2518,
2/16/2020,12:45,2/16/2020 12:45,,2.847,8.747,0.853,12.3,2520,2.52,0.252,
2/16/2020,13:00,2/16/2020 13:00,,2.839,8.739,0.861,12.3,2520,2.52,0.252,
2/16/2020,13:15,2/16/2020 13:15,,2.834,8.734,0.866,12.3,2523,2.523,0.2523,
2/16/2020,13:30,2/16/2020 13:30,,2.836,8.736,0.864,12.3,2524,2.524,0.2524,
2/16/2020,13:45,2/16/2020 13:45,,2.819,8.719,0.881,12.3,2524,2.524,0.2524,
2/16/2020,14:00,2/16/2020 14:00,,2.825,8.725,0.875,12.3,2526,2.526,0.2526,
2/16/2020,14:15,2/16/2020 14:15,,2.824,8.724,0.876,12.3,2526,2.526,0.2526,
2/16/2020,14:30,2/16/2020 14:30,,2.825,8.725,0.875,12.3,2524,2.524,0.2524,
2/16/2020,14:45,2/16/2020 14:45,,2.853,8.753,0.847,12.3,2524,2.524,0.2524,
2/16/2020,15:00,2/16/2020 15:00,,2.815,8.715,0.885,12.3,2523,2.523,0.2523,
2/16/2020,15:15,2/16/2020 15:15,,2.828,8.728,0.872,12.4,2524,2.524,0.2524,
2/16/2020,15:30,2/16/2020 15:30,,2.826,8.726,0.874,12.4,2524,2.524,0.2524,
2/16/2020,15:45,2/16/2020 15:45,,2.816,8.716,0.884,12.4,2523,2.523,0.2523,
2/16/2020,16:00,2/16/2020 16:00,,2.819,8.719,0.881,12.4,2522,2.522,0.2522,
2/16/2020,16:15,2/16/2020 16:15,,2.818,8.718,0.882,12.4,2522,2.522,0.2522,
2/16/2020,16:30,2/16/2020 16:30,,2.811,8.711,0.889,12.4,2522,2.522,0.2522,
2/16/2020,16:45,2/16/2020 16:45,,2.822,8.722,0.878,12.3,2519,2.519,0.2519,
2/16/2020,17:00,2/16/2020 17:00,,2.822,8.722,0.878,12.4,2519,2.519,0.2519,
2/16/2020,17:15,2/16/2020 17:15,,2.821,8.721,0.879,12.4,2518,2.518,0.2518,
2/16/2020,17:30,2/16/2020 17:30,,2.82,8.72,0.88,12.4,2515,2.515,0.2515,
2/16/2020,17:45,2/16/2020 17:45,,2.825,8.725,0.875,12.4,2514,2.514,0.2514,
2/16/2020,18:00,2/16/2020 18:00,,2.848,8.748,0.852,12.4,2514,2.514,0.2514,
2/16/2020,18:15,2/16/2020 18:15,,2.861,8.761,0.839,12.3,2511,2.511,0.2511,
2/16/2020,18:30,2/16/2020 18:30,,2.865,8.765,0.835,12.4,2510,2.51,0.251,
2/16/2020,18:45,2/16/2020 18:45,,2.865,8.765,0.835,12.4,2509,2.509,0.2509,
2/16/2020,19:00,2/16/2020 19:00,,2.877,8.777,0.823,12.4,2507,2.507,0.2507,
2/16/2020,19:15,2/16/2020 19:15,,2.875,8.775,0.825,12.4,2506,2.506,0.2506,
2/16/2020,19:30,2/16/2020 19:30,,2.884,8.784,0.816,12.4,2506,2.506,0.2506,
2/16/2020,19:45,2/16/2020 19:45,,2.898,8.798,0.802,12.4,2505,2.505,0.2505,
2/16/2020,20:00,2/16/2020 20:00,,2.891,8.791,0.809,12.4,2502,2.502,0.2502,
2/16/2020,20:15,2/16/2020 20:15,,2.886,8.786,0.814,12.4,2502,2.502,0.2502,
2/16/2020,20:30,2/16/2020 20:30,,2.898,8.798,0.802,12.4,2501,2.501,0.2501,
2/16/2020,20:45,2/16/2020 20:45,,2.889,8.789,0.811,12.4,2501,2.501,0.2501,
2/16/2020,21:00,2/16/2020 21:00,,2.906,8.806,0.794,12.4,2498,2.498,0.2498,
2/16/2020,21:15,2/16/2020 21:15,,2.894,8.794,0.806,12.4,2500,2.5,0.25,
2/16/2020,21:30,2/16/2020 21:30,,2.903,8.803,0.797,12.4,2497,2.497,0.2497,
2/16/2020,21:45,2/16/2020 21:45,,2.9,8.8,0.8,12.4,2497,2.497,0.2497,
2/16/2020,22:00,2/16/2020 22:00,,2.905,8.805,0.795,12.4,2496,2.496,0.2496,
2/16/2020,22:15,2/16/2020 22:15,,2.913,8.813,0.787,12.4,2494,2.494,0.2494,
2/16/2020,22:30,2/16/2020 22:30,,2.911,8.811,0.789,12.4,2494,2.494,0.2494,
2/16/2020,22:45,2/16/2020 22:45,,2.913,8.813,0.787,12.4,2493,2.493,0.2493,
2/16/2020,23:00,2/16/2020 23:00,,2.912,8.812,0.788,12.4,2492,2.492,0.2492,
2/16/2020,23:15,2/16/2020 23:15,,2.92,8.82,0.78,12.4,2491,2.491,0.2491,
2/16/2020,23:30,2/16/2020 23:30,,2.927,8.827,0.773,12.4,2489,2.489,0.2489,
2/16/2020,23:45,2/16/2020 23:45,,2.92,8.82,0.78,12.4,2488,2.488,0.2488,
2/17/2020,0:00,2/17/2020 0:00,,2.924,8.824,0.776,12.4,2487,2.487,0.2487,
2/17/2020,0:15,2/17/2020 0:15,,2.922,8.822,0.778,12.4,2485,2.485,0.2485,
2/17/2020,0:30,2/17/2020 0:30,,2.922,8.822,0.778,12.4,2483,2.483,0.2483,
2/17/2020,0:45,2/17/2020 0:45,,2.923,8.823,0.777,12.4,2482,2.482,0.2482,
2/17/2020,1:00,2/17/2020 1:00,,2.933,8.833,0.767,12.4,2482,2.482,0.2482,
2/17/2020,1:15,2/17/2020 1:15,,2.931,8.831,0.769,12.4,2479,2.479,0.2479,
2/17/2020,1:30,2/17/2020 1:30,,2.937,8.837,0.763,12.4,2478,2.478,0.2478,
2/17/2020,1:45,2/17/2020 1:45,,2.935,8.835,0.765,12.4,2476,2.476,0.2476,
2/17/2020,2:00,2/17/2020 2:00,,2.937,8.837,0.763,12.4,2475,2.475,0.2475,
2/17/2020,2:15,2/17/2020 2:15,,2.947,8.847,0.753,12.4,2472,2.472,0.2472,
2/17/2020,2:30,2/17/2020 2:30,,2.947,8.847,0.753,12.4,2471,2.471,0.2471,
2/17/2020,2:45,2/17/2020 2:45,,2.949,8.849,0.751,12.4,2469,2.469,0.2469,
2/17/2020,3:00,2/17/2020 3:00,,2.946,8.846,0.754,12.4,2467,2.467,0.2467,
2/17/2020,3:15,2/17/2020 3:15,,2.939,8.839,0.761,12.4,2466,2.466,0.2466,
2/17/2020,3:30,2/17/2020 3:30,,2.944,8.844,0.756,12.4,2463,2.463,0.2463,
2/17/2020,3:45,2/17/2020 3:45,,2.951,8.851,0.749,12.4,2462,2.462,0.2462,
2/17/2020,4:00,2/17/2020 4:00,,2.944,8.844,0.756,12.4,2461,2.461,0.2461,
2/17/2020,4:15,2/17/2020 4:15,,2.949,8.849,0.751,12.4,2458,2.458,0.2458,
2/17/2020,4:30,2/17/2020 4:30,,2.937,8.837,0.763,12.4,2457,2.457,0.2457,
2/17/2020,4:45,2/17/2020 4:45,,2.941,8.841,0.759,12.4,2454,2.454,0.2454,
2/17/2020,5:00,2/17/2020 5:00,,2.944,8.844,0.756,12.4,2454,2.454,0.2454,
2/17/2020,5:15,2/17/2020 5:15,,2.932,8.832,0.768,12.4,2453,2.453,0.2453,
2/17/2020,5:30,2/17/2020 5:30,,2.949,8.849,0.751,12.4,2451,2.451,0.2451,
2/17/2020,5:45,2/17/2020 5:45,,2.95,8.85,0.75,12.4,2448,2.448,0.2448,
2/17/2020,6:00,2/17/2020 6:00,,2.941,8.841,0.759,12.4,2447,2.447,0.2447,
2/17/2020,6:15,2/17/2020 6:15,,2.942,8.842,0.758,12.4,2443,2.443,0.2443,
2/17/2020,6:30,2/17/2020 6:30,,2.949,8.849,0.751,12.4,2441,2.441,0.2441,
2/17/2020,6:45,2/17/2020 6:45,,2.938,8.838,0.762,12.4,2443,2.443,0.2443,
2/17/2020,7:00,2/17/2020 7:00,,2.951,8.851,0.749,12.4,2440,2.44,0.244,
2/17/2020,7:15,2/17/2020 7:15,,2.957,8.857,0.743,12.4,2436,2.436,0.2436,
2/17/2020,7:30,2/17/2020 7:30,,2.951,8.851,0.749,12.4,2435,2.435,0.2435,
2/17/2020,7:45,2/17/2020 7:45,,2.973,8.873,0.727,12.4,2434,2.434,0.2434,
2/17/2020,8:00,2/17/2020 8:00,,2.975,8.875,0.725,12.4,2431,2.431,0.2431,
2/17/2020,8:15,2/17/2020 8:15,,2.989,8.889,0.711,12.4,2429,2.429,0.2429,
2/17/2020,8:30,2/17/2020 8:30,,2.985,8.885,0.715,12.4,2423,2.423,0.2423,
2/17/2020,8:45,2/17/2020 8:45,,2.99,8.89,0.71,12.4,2421,2.421,0.2421,
2/17/2020,9:00,2/17/2020 9:00,,3,8.9,0.7,12.4,2420,2.42,0.242,
2/17/2020,9:15,2/17/2020 9:15,,3.002,8.902,0.698,12.4,2414,2.414,0.2414,
2/17/2020,9:30,2/17/2020 9:30,,3.015,8.915,0.685,12.4,2410,2.41,0.241,
2/17/2020,9:45,2/17/2020 9:45,,3.016,8.916,0.684,12.4,2409,2.409,0.2409,
2/17/2020,10:00,2/17/2020 10:00,,3.009,8.909,0.691,12.4,2405,2.405,0.2405,
2/17/2020,10:15,2/17/2020 10:15,,3.019,8.919,0.681,12.4,2401,2.401,0.2401,
2/17/2020,10:30,2/17/2020 10:30,,3.007,8.907,0.693,12.4,2399,2.399,0.2399,
2/17/2020,10:45,2/17/2020 10:45,,2.996,8.896,0.704,12.4,2396,2.396,0.2396,
2/17/2020,11:00,2/17/2020 11:00,,2.972,8.872,0.728,12.4,2394,2.394,0.2394,
2/17/2020,11:15,2/17/2020 11:15,,2.953,8.853,0.747,12.4,2392,2.392,0.2392,
2/17/2020,11:30,2/17/2020 11:30,,2.941,8.841,0.759,12.4,2392,2.392,0.2392,
2/17/2020,11:45,2/17/2020 11:45,,2.935,8.835,0.765,12.4,2392,2.392,0.2392,
2/17/2020,12:00,2/17/2020 12:00,,2.901,8.801,0.799,12.4,2391,2.391,0.2391,
2/17/2020,12:15,2/17/2020 12:15,,2.907,8.807,0.793,12.4,2392,2.392,0.2392,
2/17/2020,12:30,2/17/2020 12:30,,2.911,8.811,0.789,12.4,2392,2.392,0.2392,
2/17/2020,12:45,2/17/2020 12:45,,2.892,8.792,0.808,12.4,2392,2.392,0.2392,
2/17/2020,13:00,2/17/2020 13:00,,2.886,8.786,0.814,12.4,2392,2.392,0.2392,
2/17/2020,13:15,2/17/2020 13:15,,2.849,8.749,0.851,12.4,2392,2.392,0.2392,
2/17/2020,13:30,2/17/2020 13:30,,2.858,8.758,0.842,12.4,2392,2.392,0.2392,
2/17/2020,13:45,2/17/2020 13:45,,2.854,8.754,0.846,12.4,2391,2.391,0.2391,
2/17/2020,14:00,2/17/2020 14:00,,2.843,8.743,0.857,12.4,2390,2.39,0.239,
2/17/2020,14:15,2/17/2020 14:15,,2.836,8.736,0.864,12.4,2390,2.39,0.239,
2/17/2020,14:30,2/17/2020 14:30,,2.847,8.747,0.853,12.4,2387,2.387,0.2387,
2/17/2020,14:45,2/17/2020 14:45,,2.823,8.723,0.877,12.4,2387,2.387,0.2387,
2/17/2020,15:00,2/17/2020 15:00,,2.797,8.697,0.903,12.4,2386,2.386,0.2386,
2/17/2020,15:15,2/17/2020 15:15,,2.788,8.688,0.912,12.4,2383,2.383,0.2383,
2/17/2020,15:30,2/17/2020 15:30,,2.792,8.692,0.908,12.4,2382,2.382,0.2382,
2/17/2020,15:45,2/17/2020 15:45,,2.791,8.691,0.909,12.4,2380,2.38,0.238,
2/17/2020,16:00,2/17/2020 16:00,,2.805,8.705,0.895,12.4,2377,2.377,0.2377,
2/17/2020,16:15,2/17/2020 16:15,,2.825,8.725,0.875,12.4,2374,2.374,0.2374,
2/17/2020,16:30,2/17/2020 16:30,,2.79,8.69,0.91,12.4,2373,2.373,0.2373,
2/17/2020,16:45,2/17/2020 16:45,,2.796,8.696,0.904,12.5,2370,2.37,0.237,
2/17/2020,17:00,2/17/2020 17:00,,2.801,8.701,0.899,12.5,2368,2.368,0.2368,
2/17/2020,17:15,2/17/2020 17:15,,2.824,8.724,0.876,12.5,2367,2.367,0.2367,
2/17/2020,17:30,2/17/2020 17:30,,2.829,8.729,0.871,12.5,2364,2.364,0.2364,
2/17/2020,17:45,2/17/2020 17:45,,2.834,8.734,0.866,12.5,2363,2.363,0.2363,
2/17/2020,18:00,2/17/2020 18:00,,2.841,8.741,0.859,12.5,2361,2.361,0.2361,
2/17/2020,18:15,2/17/2020 18:15,,2.849,8.749,0.851,12.5,2359,2.359,0.2359,
2/17/2020,18:30,2/17/2020 18:30,,2.85,8.75,0.85,12.5,2358,2.358,0.2358,
2/17/2020,18:45,2/17/2020 18:45,,2.843,8.743,0.857,12.5,2355,2.355,0.2355,
2/17/2020,19:00,2/17/2020 19:00,,2.853,8.753,0.847,12.5,2354,2.354,0.2354,
2/17/2020,19:15,2/17/2020 19:15,,2.867,8.767,0.833,12.5,2352,2.352,0.2352,
2/17/2020,19:30,2/17/2020 19:30,,2.862,8.762,0.838,12.5,2351,2.351,0.2351,
2/17/2020,19:45,2/17/2020 19:45,,2.861,8.761,0.839,12.5,2349,2.349,0.2349,
2/17/2020,20:00,2/17/2020 20:00,,2.864,8.764,0.836,12.5,2347,2.347,0.2347,
2/17/2020,20:15,2/17/2020 20:15,,2.877,8.777,0.823,12.5,2346,2.346,0.2346,
2/17/2020,20:30,2/17/2020 20:30,,2.877,8.777,0.823,12.5,2345,2.345,0.2345,
2/17/2020,20:45,2/17/2020 20:45,,2.886,8.786,0.814,12.5,2343,2.343,0.2343,
2/17/2020,21:00,2/17/2020 21:00,,2.883,8.783,0.817,12.5,2342,2.342,0.2342,
2/17/2020,21:15,2/17/2020 21:15,,2.892,8.792,0.808,12.5,2341,2.341,0.2341,
2/17/2020,21:30,2/17/2020 21:30,,2.891,8.791,0.809,12.5,2340,2.34,0.234,
2/17/2020,21:45,2/17/2020 21:45,,2.902,8.802,0.798,12.5,2338,2.338,0.2338,
2/17/2020,22:00,2/17/2020 22:00,,2.901,8.801,0.799,12.5,2337,2.337,0.2337,
2/17/2020,22:15,2/17/2020 22:15,,2.896,8.796,0.804,12.5,2336,2.336,0.2336,
2/17/2020,22:30,2/17/2020 22:30,,2.905,8.805,0.795,12.5,2334,2.334,0.2334,
2/17/2020,22:45,2/17/2020 22:45,,2.904,8.804,0.796,12.5,2333,2.333,0.2333,
2/17/2020,23:00,2/17/2020 23:00,,2.898,8.798,0.802,12.5,2331,2.331,0.2331,
2/17/2020,23:15,2/17/2020 23:15,,2.909,8.809,0.791,12.5,2331,2.331,0.2331,
2/17/2020,23:30,2/17/2020 23:30,,2.896,8.796,0.804,12.5,2329,2.329,0.2329,
2/17/2020,23:45,2/17/2020 23:45,,2.9,8.8,0.8,12.5,2328,2.328,0.2328,
2/18/2020,0:00,2/18/2020 0:00,,2.904,8.804,0.796,12.5,2327,2.327,0.2327,
2/18/2020,0:15,2/18/2020 0:15,,2.895,8.795,0.805,12.5,2325,2.325,0.2325,
2/18/2020,0:30,2/18/2020 0:30,,2.905,8.805,0.795,12.5,2324,2.324,0.2324,
2/18/2020,0:45,2/18/2020 0:45,,2.922,8.822,0.778,12.5,2322,2.322,0.2322,
2/18/2020,1:00,2/18/2020 1:00,,2.926,8.826,0.774,12.5,2320,2.32,0.232,
2/18/2020,1:15,2/18/2020 1:15,,2.934,8.834,0.766,12.5,2319,2.319,0.2319,
2/18/2020,1:30,2/18/2020 1:30,,2.919,8.819,0.781,12.5,2318,2.318,0.2318,
2/18/2020,1:45,2/18/2020 1:45,,2.921,8.821,0.779,12.5,2316,2.316,0.2316,
2/18/2020,2:00,2/18/2020 2:00,,2.938,8.838,0.762,12.5,2314,2.314,0.2314,
2/18/2020,2:15,2/18/2020 2:15,,2.947,8.847,0.753,12.5,2313,2.313,0.2313,
2/18/2020,2:30,2/18/2020 2:30,,2.944,8.844,0.756,12.5,2310,2.31,0.231,
2/18/2020,2:45,2/18/2020 2:45,,2.941,8.841,0.759,12.5,2309,2.309,0.2309,
2/18/2020,3:00,2/18/2020 3:00,,2.938,8.838,0.762,12.5,2306,2.306,0.2306,
2/18/2020,3:15,2/18/2020 3:15,,2.945,8.845,0.755,12.5,2305,2.305,0.2305,
2/18/2020,3:30,2/18/2020 3:30,,2.949,8.849,0.751,12.5,2302,2.302,0.2302,
2/18/2020,3:45,2/18/2020 3:45,,2.946,8.846,0.754,12.5,2300,2.3,0.23,
2/18/2020,4:00,2/18/2020 4:00,,2.958,8.858,0.742,12.5,2297,2.297,0.2297,
2/18/2020,4:15,2/18/2020 4:15,,2.959,8.859,0.741,12.5,2295,2.295,0.2295,
2/18/2020,4:30,2/18/2020 4:30,,2.954,8.854,0.746,12.5,2293,2.293,0.2293,
2/18/2020,4:45,2/18/2020 4:45,,2.951,8.851,0.749,12.5,2291,2.291,0.2291,
2/18/2020,5:00,2/18/2020 5:00,,2.962,8.862,0.738,12.5,2288,2.288,0.2288,
2/18/2020,5:15,2/18/2020 5:15,,2.958,8.858,0.742,12.5,2286,2.286,0.2286,
2/18/2020,5:30,2/18/2020 5:30,,2.969,8.869,0.731,12.5,2283,2.283,0.2283,
2/18/2020,5:45,2/18/2020 5:45,,2.964,8.864,0.736,12.5,2282,2.282,0.2282,
2/18/2020,6:00,2/18/2020 6:00,,2.948,8.848,0.752,12.5,2279,2.279,0.2279,
2/18/2020,6:15,2/18/2020 6:15,,2.954,8.854,0.746,12.5,2278,2.278,0.2278,
2/18/2020,6:30,2/18/2020 6:30,,2.959,8.859,0.741,12.5,2277,2.277,0.2277,
2/18/2020,6:45,2/18/2020 6:45,,2.961,8.861,0.739,12.5,2274,2.274,0.2274,
2/18/2020,7:00,2/18/2020 7:00,,2.957,8.857,0.743,12.5,2273,2.273,0.2273,
2/18/2020,7:15,2/18/2020 7:15,,2.949,8.849,0.751,12.5,2271,2.271,0.2271,
2/18/2020,7:30,2/18/2020 7:30,,2.95,8.85,0.75,12.5,2269,2.269,0.2269,
2/18/2020,7:45,2/18/2020 7:45,,2.95,8.85,0.75,12.5,2268,2.268,0.2268,
2/18/2020,8:00,2/18/2020 8:00,,2.959,8.859,0.741,12.5,2265,2.265,0.2265,
2/18/2020,8:15,2/18/2020 8:15,,2.959,8.859,0.741,12.5,2264,2.264,0.2264,
2/18/2020,8:30,2/18/2020 8:30,,2.954,8.854,0.746,12.5,2262,2.262,0.2262,
2/18/2020,8:45,2/18/2020 8:45,,2.954,8.854,0.746,12.5,2260,2.26,0.226,
2/18/2020,9:00,2/18/2020 9:00,,2.963,8.863,0.737,12.5,2259,2.259,0.2259,
2/18/2020,9:15,2/18/2020 9:15,,2.966,8.866,0.734,12.5,2257,2.257,0.2257,
2/18/2020,9:30,2/18/2020 9:30,,2.958,8.858,0.742,12.5,2255,2.255,0.2255,
2/18/2020,9:45,2/18/2020 9:45,,2.958,8.858,0.742,12.5,2253,2.253,0.2253,
2/18/2020,10:00,2/18/2020 10:00,,2.955,8.855,0.745,12.5,2252,2.252,0.2252,
2/18/2020,10:15,2/18/2020 10:15,,2.954,8.854,0.746,12.5,2251,2.251,0.2251,
2/18/2020,10:30,2/18/2020 10:30,,2.948,8.848,0.752,12.5,2248,2.248,0.2248,
2/18/2020,10:45,2/18/2020 10:45,,2.941,8.841,0.759,12.5,2248,2.248,0.2248,
2/18/2020,11:00,2/18/2020 11:00,,2.921,8.821,0.779,12.5,2247,2.247,0.2247,
2/18/2020,11:15,2/18/2020 11:15,,2.902,8.802,0.798,12.5,2246,2.246,0.2246,
2/18/2020,11:30,2/18/2020 11:30,,2.902,8.802,0.798,12.5,2246,2.246,0.2246,
2/18/2020,11:45,2/18/2020 11:45,,2.894,8.794,0.806,12.5,2246,2.246,0.2246,
2/18/2020,12:00,2/18/2020 12:00,,2.877,8.777,0.823,12.5,2244,2.244,0.2244,
2/18/2020,12:15,2/18/2020 12:15,,2.879,8.779,0.821,12.5,2243,2.243,0.2243,
2/18/2020,12:30,2/18/2020 12:30,,2.869,8.769,0.831,12.5,2243,2.243,0.2243,
2/18/2020,12:45,2/18/2020 12:45,,2.857,8.757,0.843,12.5,2241,2.241,0.2241,
2/18/2020,13:00,2/18/2020 13:00,,2.855,8.755,0.845,12.5,2239,2.239,0.2239,
2/18/2020,13:15,2/18/2020 13:15,,2.857,8.757,0.843,12.5,2238,2.238,0.2238,
2/18/2020,13:30,2/18/2020 13:30,,2.851,8.751,0.849,12.5,2235,2.235,0.2235,
2/18/2020,13:45,2/18/2020 13:45,,2.829,8.729,0.871,12.5,2233,2.233,0.2233,
2/18/2020,14:00,2/18/2020 14:00,,2.817,8.717,0.883,12.5,2230,2.23,0.223,
2/18/2020,14:15,2/18/2020 14:15,,2.799,8.699,0.901,12.5,2226,2.226,0.2226,
2/18/2020,14:30,2/18/2020 14:30,,2.789,8.689,0.911,12.5,2224,2.224,0.2224,
2/18/2020,14:45,2/18/2020 14:45,,2.771,8.671,0.929,12.5,2219,2.219,0.2219,
2/18/2020,15:00,2/18/2020 15:00,,2.772,8.672,0.928,12.5,2212,2.212,0.2212,
2/18/2020,15:15,2/18/2020 15:15,,2.781,8.681,0.919,12.5,2203,2.203,0.2203,
2/18/2020,15:30,2/18/2020 15:30,,2.775,8.675,0.925,12.5,2193,2.193,0.2193,
2/18/2020,15:45,2/18/2020 15:45,,2.764,8.664,0.936,12.6,2182,2.182,0.2182,
2/18/2020,16:00,2/18/2020 16:00,,2.775,8.675,0.925,12.5,2170,2.17,0.217,
2/18/2020,16:15,2/18/2020 16:15,,2.757,8.657,0.943,12.5,2156,2.156,0.2156,
2/18/2020,16:30,2/18/2020 16:30,,2.784,8.684,0.916,12.6,2143,2.143,0.2143,
2/18/2020,16:45,2/18/2020 16:45,,2.784,8.684,0.916,12.6,2133,2.133,0.2133,
2/18/2020,17:00,2/18/2020 17:00,,2.793,8.693,0.907,12.6,2127,2.127,0.2127,
2/18/2020,17:15,2/18/2020 17:15,,2.808,8.708,0.892,12.6,2122,2.122,0.2122,
2/18/2020,17:30,2/18/2020 17:30,,2.815,8.715,0.885,12.6,2119,2.119,0.2119,
2/18/2020,17:45,2/18/2020 17:45,,2.819,8.719,0.881,12.6,2115,2.115,0.2115,
2/18/2020,18:00,2/18/2020 18:00,,2.824,8.724,0.876,12.6,2114,2.114,0.2114,
2/18/2020,18:15,2/18/2020 18:15,,2.835,8.735,0.865,12.6,2111,2.111,0.2111,
2/18/2020,18:30,2/18/2020 18:30,,2.845,8.745,0.855,12.6,2109,2.109,0.2109,
2/18/2020,18:45,2/18/2020 18:45,,2.835,8.735,0.865,12.6,2107,2.107,0.2107,
