Serial_number:,1072226,,,,,,,,,,,,
Project ID:,NCOS Hydrology Monitoring,,,,,,,,,,,,
Location:,Groundwater Well 12,,,,,,,,,,,,
LEVEL UNIT:,ft,,,,,,,,,,,,
Offset:,0.000000 ft,,,,,,,,,,,,
Altitude: ,0.000000 ft,,,,,,,,,,,,
Density: ,1.000000 kg/L,,,,,,,,,,,,
TEMPERATURE UNIT:, °C,,,,,,,,,,,,
CONDUCTIVITY UNIT:, µS/cm,,,,,,,,,,,,
,,,,,,,,,,,,,
Date,Time,DST,Date & Time,Week of WY2019,TEMPERATURE (C),CONDUCTIVITY (uS/cm),CONDUCTIVITY (S/m),Water LEVEL (ft.),WSE (ft),NOAA Hourly Rainfall (inch),NOTES,,
5/23/2019,4:45,4:45,5/23/2019 4:45,35,16.7,1264,0.1264,1.723,7.633,,,,
5/23/2019,5:00,5:00,5/23/2019 5:00,35,16.7,1264,0.1264,1.728,7.638,,,,
5/23/2019,5:15,5:15,5/23/2019 5:15,35,16.7,1264,0.1264,1.727,7.637,,,,
5/23/2019,5:30,5:30,5/23/2019 5:30,35,16.7,1263,0.1263,1.73,7.64,,,,
5/23/2019,5:45,5:45,5/23/2019 5:45,35,16.7,1263,0.1263,1.737,7.647,,,,
5/23/2019,6:00,6:00,5/23/2019 6:00,35,16.7,1263,0.1263,1.734,7.644,,,,
5/23/2019,6:15,6:15,5/23/2019 6:15,35,16.7,1263,0.1263,1.744,7.654,,,,
5/23/2019,6:30,6:30,5/23/2019 6:30,35,16.7,1262,0.1262,1.735,7.645,,,,
5/23/2019,6:45,6:45,5/23/2019 6:45,35,16.7,1262,0.1262,1.748,7.658,,,,
5/23/2019,7:00,7:00,5/23/2019 7:00,35,16.7,1262,0.1262,1.744,7.654,,,,
5/23/2019,7:15,7:15,5/23/2019 7:15,35,16.7,1261,0.1261,1.746,7.656,,,,
5/23/2019,7:30,7:30,5/23/2019 7:30,35,16.7,1261,0.1261,1.749,7.659,,,,
5/23/2019,7:45,7:45,5/23/2019 7:45,35,16.7,1261,0.1261,1.755,7.665,,,,
5/23/2019,8:00,8:00,5/23/2019 8:00,35,16.7,1261,0.1261,1.753,7.663,,,,
5/23/2019,8:15,8:15,5/23/2019 8:15,35,16.7,1261,0.1261,1.763,7.673,,,,
5/23/2019,8:30,8:30,5/23/2019 8:30,35,16.7,1260,0.126,1.763,7.673,,,,
5/23/2019,8:45,8:45,5/23/2019 8:45,35,16.7,1260,0.126,1.765,7.675,,,,
5/23/2019,9:00,9:00,5/23/2019 9:00,35,16.7,1260,0.126,1.765,7.675,,,,
5/23/2019,9:15,9:15,5/23/2019 9:15,35,16.7,1259,0.1259,1.762,7.672,,,,
5/23/2019,9:30,9:30,5/23/2019 9:30,35,16.7,1259,0.1259,1.772,7.682,,,,
5/23/2019,9:45,9:45,5/23/2019 9:45,35,16.7,1259,0.1259,1.774,7.684,,,,
5/23/2019,10:00,10:00,5/23/2019 10:00,35,16.7,1259,0.1259,1.773,7.683,,,,
5/23/2019,10:15,10:15,5/23/2019 10:15,35,16.7,1259,0.1259,1.773,7.683,,,,
5/23/2019,10:30,10:30,5/23/2019 10:30,35,16.7,1258,0.1258,1.782,7.692,,,,
5/23/2019,10:45,10:45,5/23/2019 10:45,35,16.7,1258,0.1258,1.764,7.674,,,,
5/23/2019,11:00,11:00,5/23/2019 11:00,35,16.7,1258,0.1258,1.762,7.672,,,,
5/23/2019,11:15,11:15,5/23/2019 11:15,35,16.7,1257,0.1257,1.761,7.671,,,,
5/23/2019,11:30,11:30,5/23/2019 11:30,35,16.7,1257,0.1257,1.763,7.673,,,,
5/23/2019,11:45,11:45,5/23/2019 11:45,35,16.7,1257,0.1257,1.77,7.68,,,,
5/23/2019,12:00,12:00,5/23/2019 12:00,35,16.7,1257,0.1257,1.752,7.662,,,,
5/23/2019,12:15,12:15,5/23/2019 12:15,35,16.7,1256,0.1256,1.757,7.667,,,,
5/23/2019,12:30,12:30,5/23/2019 12:30,35,16.7,1256,0.1256,1.759,7.669,,,,
5/23/2019,12:45,12:45,5/23/2019 12:45,35,16.6,1256,0.1256,1.756,7.666,,,,
5/23/2019,13:00,13:00,5/23/2019 13:00,35,16.7,1256,0.1256,1.751,7.661,,,,
5/23/2019,13:15,13:15,5/23/2019 13:15,35,16.7,1256,0.1256,1.752,7.662,,,,
5/23/2019,13:30,13:30,5/23/2019 13:30,35,16.6,1255,0.1255,1.745,7.655,,,,
5/23/2019,13:45,13:45,5/23/2019 13:45,35,16.7,1255,0.1255,1.733,7.643,,,,
5/23/2019,14:00,14:00,5/23/2019 14:00,35,16.7,1255,0.1255,1.734,7.644,,,,
5/23/2019,14:15,14:15,5/23/2019 14:15,35,16.6,1254,0.1254,1.727,7.637,,,,
5/23/2019,14:30,14:30,5/23/2019 14:30,35,16.6,1254,0.1254,1.733,7.643,,,,
5/23/2019,14:45,14:45,5/23/2019 14:45,35,16.7,1254,0.1254,1.728,7.638,,,,
5/23/2019,15:00,15:00,5/23/2019 15:00,35,16.6,1254,0.1254,1.724,7.634,,,,
5/23/2019,15:15,15:15,5/23/2019 15:15,35,16.6,1254,0.1254,1.71,7.62,,,,
5/23/2019,15:30,15:30,5/23/2019 15:30,35,16.6,1253,0.1253,1.724,7.634,,,,
5/23/2019,15:45,15:45,5/23/2019 15:45,35,16.6,1253,0.1253,1.709,7.619,,,,
5/23/2019,16:00,16:00,5/23/2019 16:00,35,16.6,1253,0.1253,1.708,7.618,,,,
5/23/2019,16:15,16:15,5/23/2019 16:15,35,16.6,1252,0.1252,1.697,7.607,,,,
5/23/2019,16:30,16:30,5/23/2019 16:30,35,16.6,1252,0.1252,1.691,7.601,,,,
5/23/2019,16:45,16:45,5/23/2019 16:45,35,16.6,1252,0.1252,1.684,7.594,,,,
5/23/2019,17:00,17:00,5/23/2019 17:00,35,16.6,1252,0.1252,1.688,7.598,,,,
5/23/2019,17:15,17:15,5/23/2019 17:15,35,16.6,1252,0.1252,1.685,7.595,,,,
5/23/2019,17:30,17:30,5/23/2019 17:30,35,16.6,1252,0.1252,1.682,7.592,,,,
5/23/2019,17:45,17:45,5/23/2019 17:45,35,16.6,1251,0.1251,1.673,7.583,,,,
5/23/2019,18:00,18:00,5/23/2019 18:00,35,16.6,1251,0.1251,1.667,7.577,,,,
5/23/2019,18:15,18:15,5/23/2019 18:15,35,16.6,1251,0.1251,1.673,7.583,,,,
5/23/2019,18:30,18:30,5/23/2019 18:30,35,16.6,1251,0.1251,1.672,7.582,,,,
5/23/2019,18:45,18:45,5/23/2019 18:45,35,16.6,1250,0.125,1.675,7.585,,,,
5/23/2019,19:00,19:00,5/23/2019 19:00,35,16.6,1250,0.125,1.674,7.584,,,,
5/23/2019,19:15,19:15,5/23/2019 19:15,35,16.6,1250,0.125,1.676,7.586,,,,
5/23/2019,19:30,19:30,5/23/2019 19:30,35,16.6,1250,0.125,1.683,7.593,,,,
5/23/2019,19:45,19:45,5/23/2019 19:45,35,16.6,1249,0.1249,1.684,7.594,,,,
5/23/2019,20:00,20:00,5/23/2019 20:00,35,16.6,1249,0.1249,1.66,7.57,,,,
5/23/2019,20:15,20:15,5/23/2019 20:15,35,16.6,1249,0.1249,1.671,7.581,,,,
5/23/2019,20:30,20:30,5/23/2019 20:30,35,16.6,1249,0.1249,1.685,7.595,,,,
5/23/2019,20:45,20:45,5/23/2019 20:45,35,16.6,1249,0.1249,1.676,7.586,,,,
5/23/2019,21:00,21:00,5/23/2019 21:00,35,16.6,1249,0.1249,1.685,7.595,,,,
5/23/2019,21:15,21:15,5/23/2019 21:15,35,16.6,1249,0.1249,1.675,7.585,,,,
5/23/2019,21:30,21:30,5/23/2019 21:30,35,16.6,1248,0.1248,1.679,7.589,,,,
5/23/2019,21:45,21:45,5/23/2019 21:45,35,16.6,1248,0.1248,1.68,7.59,,,,
5/23/2019,22:00,22:00,5/23/2019 22:00,35,16.6,1248,0.1248,1.687,7.597,,,,
5/23/2019,22:15,22:15,5/23/2019 22:15,35,16.6,1247,0.1247,1.692,7.602,,,,
5/23/2019,22:30,22:30,5/23/2019 22:30,35,16.6,1247,0.1247,1.695,7.605,,,,
5/23/2019,22:45,22:45,5/23/2019 22:45,35,16.6,1247,0.1247,1.704,7.614,,,,
5/23/2019,23:00,23:00,5/23/2019 23:00,35,16.6,1247,0.1247,1.708,7.618,,,,
5/23/2019,23:15,23:15,5/23/2019 23:15,35,16.6,1247,0.1247,1.707,7.617,,,,
5/23/2019,23:30,23:30,5/23/2019 23:30,35,16.6,1247,0.1247,1.712,7.622,,,,
5/23/2019,23:45,23:45,5/23/2019 23:45,35,16.6,1246,0.1246,1.716,7.626,,,,
5/24/2019,0:00,0:00,5/24/2019 0:00,35,16.6,1246,0.1246,1.705,7.615,,,,
5/24/2019,0:15,0:15,5/24/2019 0:15,35,16.6,1246,0.1246,1.721,7.631,,,,
5/24/2019,0:30,0:30,5/24/2019 0:30,35,16.6,1246,0.1246,1.721,7.631,,,,
5/24/2019,0:45,0:45,5/24/2019 0:45,35,16.6,1245,0.1245,1.727,7.637,,,,
5/24/2019,1:00,1:00,5/24/2019 1:00,35,16.6,1245,0.1245,1.726,7.636,,,,
5/24/2019,1:15,1:15,5/24/2019 1:15,35,16.6,1245,0.1245,1.727,7.637,,,,
5/24/2019,1:30,1:30,5/24/2019 1:30,35,16.6,1245,0.1245,1.724,7.634,,,,
5/24/2019,1:45,1:45,5/24/2019 1:45,35,16.6,1244,0.1244,1.727,7.637,,,,
5/24/2019,2:00,2:00,5/24/2019 2:00,35,16.6,1244,0.1244,1.732,7.642,,,,
5/24/2019,2:15,2:15,5/24/2019 2:15,35,16.6,1244,0.1244,1.739,7.649,,,,
5/24/2019,2:30,2:30,5/24/2019 2:30,35,16.6,1244,0.1244,1.73,7.64,,,,
5/24/2019,2:45,2:45,5/24/2019 2:45,35,16.6,1244,0.1244,1.741,7.651,,,,
5/24/2019,3:00,3:00,5/24/2019 3:00,35,16.6,1244,0.1244,1.734,7.644,,,,
5/24/2019,3:15,3:15,5/24/2019 3:15,35,16.6,1244,0.1244,1.741,7.651,,,,
5/24/2019,3:30,3:30,5/24/2019 3:30,35,16.6,1243,0.1243,1.749,7.659,,,,
5/24/2019,3:45,3:45,5/24/2019 3:45,35,16.6,1243,0.1243,1.752,7.662,,,,
5/24/2019,4:00,4:00,5/24/2019 4:00,35,16.6,1243,0.1243,1.762,7.672,,,,
5/24/2019,4:15,4:15,5/24/2019 4:15,35,16.6,1242,0.1242,1.75,7.66,,,,
5/24/2019,4:30,4:30,5/24/2019 4:30,35,16.6,1242,0.1242,1.754,7.664,,,,
5/24/2019,4:45,4:45,5/24/2019 4:45,35,16.6,1242,0.1242,1.748,7.658,,,,
5/24/2019,5:00,5:00,5/24/2019 5:00,35,16.6,1242,0.1242,1.753,7.663,,,,
5/24/2019,5:15,5:15,5/24/2019 5:15,35,16.6,1242,0.1242,1.76,7.67,,,,
5/24/2019,5:30,5:30,5/24/2019 5:30,35,16.6,1242,0.1242,1.763,7.673,,,,
5/24/2019,5:45,5:45,5/24/2019 5:45,35,16.6,1242,0.1242,1.759,7.669,,,,
5/24/2019,6:00,6:00,5/24/2019 6:00,35,16.6,1241,0.1241,1.758,7.668,,,,
5/24/2019,6:15,6:15,5/24/2019 6:15,35,16.6,1241,0.1241,1.768,7.678,,,,
5/24/2019,6:30,6:30,5/24/2019 6:30,35,16.6,1241,0.1241,1.761,7.671,,,,
5/24/2019,6:45,6:45,5/24/2019 6:45,35,16.6,1241,0.1241,1.767,7.677,,,,
5/24/2019,7:00,7:00,5/24/2019 7:00,35,16.6,1241,0.1241,1.767,7.677,,,,
5/24/2019,7:15,7:15,5/24/2019 7:15,35,16.6,1240,0.124,1.777,7.687,,,,
5/24/2019,7:30,7:30,5/24/2019 7:30,35,16.6,1240,0.124,1.783,7.693,,,,
5/24/2019,7:45,7:45,5/24/2019 7:45,35,16.6,1240,0.124,1.786,7.696,,,,
5/24/2019,8:00,8:00,5/24/2019 8:00,35,16.6,1240,0.124,1.783,7.693,,,,
5/24/2019,8:15,8:15,5/24/2019 8:15,35,16.6,1240,0.124,1.793,7.703,,,,
5/24/2019,8:30,8:30,5/24/2019 8:30,35,16.6,1240,0.124,1.787,7.697,,,,
5/24/2019,8:45,8:45,5/24/2019 8:45,35,16.6,1240,0.124,1.785,7.695,,,,
5/24/2019,9:00,9:00,5/24/2019 9:00,35,16.6,1239,0.1239,1.792,7.702,,,,
5/24/2019,9:15,9:15,5/24/2019 9:15,35,16.6,1239,0.1239,1.788,7.698,,,,
5/24/2019,9:30,9:30,5/24/2019 9:30,35,16.6,1239,0.1239,1.773,7.683,,,,
5/24/2019,9:45,9:45,5/24/2019 9:45,35,16.6,1239,0.1239,1.773,7.683,,,,
5/24/2019,10:00,10:00,5/24/2019 10:00,35,16.6,1239,0.1239,1.782,7.692,,,,
5/24/2019,10:15,10:15,5/24/2019 10:15,35,16.6,1239,0.1239,1.784,7.694,,,,
5/24/2019,10:30,10:30,5/24/2019 10:30,35,16.6,1239,0.1239,1.774,7.684,,,,
5/24/2019,10:45,10:45,5/24/2019 10:45,35,16.6,1238,0.1238,1.765,7.675,,,,
5/24/2019,11:00,11:00,5/24/2019 11:00,35,16.6,1238,0.1238,1.754,7.664,,,,
5/24/2019,11:15,11:15,5/24/2019 11:15,35,16.6,1238,0.1238,1.756,7.666,,,,
5/24/2019,11:30,11:30,5/24/2019 11:30,35,16.6,1238,0.1238,1.736,7.646,,,,
5/24/2019,11:45,11:45,5/24/2019 11:45,35,16.6,1238,0.1238,1.737,7.647,,,,
5/24/2019,12:00,12:00,5/24/2019 12:00,35,16.6,1237,0.1237,1.726,7.636,,,,
5/24/2019,12:15,12:15,5/24/2019 12:15,35,16.6,1237,0.1237,1.718,7.628,,,,
5/24/2019,12:30,12:30,5/24/2019 12:30,35,16.6,1237,0.1237,1.703,7.613,,,,
5/24/2019,12:45,12:45,5/24/2019 12:45,35,16.6,1237,0.1237,1.688,7.598,,,,
5/24/2019,13:00,13:00,5/24/2019 13:00,35,16.6,1237,0.1237,1.685,7.595,,,,
5/24/2019,13:15,13:15,5/24/2019 13:15,35,16.6,1237,0.1237,1.679,7.589,,,,
5/24/2019,13:30,13:30,5/24/2019 13:30,35,16.6,1237,0.1237,1.672,7.582,,,,
5/24/2019,13:45,13:45,5/24/2019 13:45,35,16.6,1237,0.1237,1.649,7.559,,,,
5/24/2019,14:00,14:00,5/24/2019 14:00,35,16.6,1236,0.1236,1.65,7.56,,,,
5/24/2019,14:15,14:15,5/24/2019 14:15,35,16.6,1236,0.1236,1.649,7.559,,,,
5/24/2019,14:30,14:30,5/24/2019 14:30,35,16.6,1236,0.1236,1.646,7.556,,,,
5/24/2019,14:45,14:45,5/24/2019 14:45,35,16.6,1236,0.1236,1.652,7.562,,,,
5/24/2019,15:00,15:00,5/24/2019 15:00,35,16.6,1236,0.1236,1.65,7.56,,,,
5/24/2019,15:15,15:15,5/24/2019 15:15,35,16.6,1236,0.1236,1.624,7.534,,,,
5/24/2019,15:30,15:30,5/24/2019 15:30,35,16.6,1236,0.1236,1.623,7.533,,,,
5/24/2019,15:45,15:45,5/24/2019 15:45,35,16.6,1235,0.1235,1.621,7.531,,,,
5/24/2019,16:00,16:00,5/24/2019 16:00,35,16.6,1235,0.1235,1.623,7.533,,,,
5/24/2019,16:15,16:15,5/24/2019 16:15,35,16.6,1235,0.1235,1.629,7.539,,,,
5/24/2019,16:30,16:30,5/24/2019 16:30,35,16.6,1235,0.1235,1.614,7.524,,,,
5/24/2019,16:45,16:45,5/24/2019 16:45,35,16.6,1235,0.1235,1.602,7.512,,,,
5/24/2019,17:00,17:00,5/24/2019 17:00,35,16.6,1235,0.1235,1.61,7.52,,,,
5/24/2019,17:15,17:15,5/24/2019 17:15,35,16.6,1235,0.1235,1.609,7.519,,,,
5/24/2019,17:30,17:30,5/24/2019 17:30,35,16.6,1235,0.1235,1.604,7.514,,,,
5/24/2019,17:45,17:45,5/24/2019 17:45,35,16.6,1235,0.1235,1.613,7.523,,,,
5/24/2019,18:00,18:00,5/24/2019 18:00,35,16.6,1234,0.1234,1.606,7.516,,,,
5/24/2019,18:15,18:15,5/24/2019 18:15,35,16.6,1234,0.1234,1.611,7.521,,,,
5/24/2019,18:30,18:30,5/24/2019 18:30,35,16.6,1234,0.1234,1.626,7.536,,,,
5/24/2019,18:45,18:45,5/24/2019 18:45,35,16.6,1234,0.1234,1.612,7.522,,,,
5/24/2019,19:00,19:00,5/24/2019 19:00,35,16.6,1234,0.1234,1.631,7.541,,,,
5/24/2019,19:15,19:15,5/24/2019 19:15,35,16.6,1234,0.1234,1.622,7.532,,,,
5/24/2019,19:30,19:30,5/24/2019 19:30,35,16.6,1234,0.1234,1.622,7.532,,,,
5/24/2019,19:45,19:45,5/24/2019 19:45,35,16.6,1234,0.1234,1.633,7.543,,,,
5/24/2019,20:00,20:00,5/24/2019 20:00,35,16.6,1234,0.1234,1.622,7.532,,,,
5/24/2019,20:15,20:15,5/24/2019 20:15,35,16.6,1233,0.1233,1.638,7.548,,,,
5/24/2019,20:30,20:30,5/24/2019 20:30,35,16.6,1233,0.1233,1.631,7.541,,,,
5/24/2019,20:45,20:45,5/24/2019 20:45,35,16.6,1233,0.1233,1.623,7.533,,,,
5/24/2019,21:00,21:00,5/24/2019 21:00,35,16.6,1233,0.1233,1.641,7.551,,,,
5/24/2019,21:15,21:15,5/24/2019 21:15,35,16.6,1233,0.1233,1.641,7.551,,,,
5/24/2019,21:30,21:30,5/24/2019 21:30,35,16.6,1233,0.1233,1.639,7.549,,,,
5/24/2019,21:45,21:45,5/24/2019 21:45,35,16.6,1233,0.1233,1.651,7.561,,,,
5/24/2019,22:00,22:00,5/24/2019 22:00,35,16.6,1233,0.1233,1.649,7.559,,,,
5/24/2019,22:15,22:15,5/24/2019 22:15,35,16.6,1233,0.1233,1.649,7.559,,,,
5/24/2019,22:30,22:30,5/24/2019 22:30,35,16.6,1233,0.1233,1.658,7.568,,,,
5/24/2019,22:45,22:45,5/24/2019 22:45,35,16.6,1233,0.1233,1.659,7.569,,,,
5/24/2019,23:00,23:00,5/24/2019 23:00,35,16.6,1233,0.1233,1.671,7.581,,,,
5/24/2019,23:15,23:15,5/24/2019 23:15,35,16.6,1232,0.1232,1.668,7.578,,,,
5/24/2019,23:30,23:30,5/24/2019 23:30,35,16.6,1232,0.1232,1.681,7.591,,,,
5/24/2019,23:45,23:45,5/24/2019 23:45,35,16.6,1232,0.1232,1.671,7.581,,,,
5/25/2019,0:00,0:00,5/25/2019 0:00,35,16.6,1232,0.1232,1.687,7.597,,,,
5/25/2019,0:15,0:15,5/25/2019 0:15,35,16.6,1232,0.1232,1.679,7.589,,,,
5/25/2019,0:30,0:30,5/25/2019 0:30,35,16.6,1232,0.1232,1.692,7.602,,,,
5/25/2019,0:45,0:45,5/25/2019 0:45,35,16.6,1232,0.1232,1.695,7.605,,,,
5/25/2019,1:00,1:00,5/25/2019 1:00,35,16.6,1232,0.1232,1.7,7.61,,,,
5/25/2019,1:15,1:15,5/25/2019 1:15,35,16.6,1232,0.1232,1.704,7.614,,,,
5/25/2019,1:30,1:30,5/25/2019 1:30,35,16.6,1231,0.1231,1.701,7.611,,,,
5/25/2019,1:45,1:45,5/25/2019 1:45,35,16.6,1231,0.1231,1.697,7.607,,,,
5/25/2019,2:00,2:00,5/25/2019 2:00,35,16.6,1231,0.1231,1.701,7.611,,,,
5/25/2019,2:15,2:15,5/25/2019 2:15,35,16.6,1231,0.1231,1.706,7.616,,,,
5/25/2019,2:30,2:30,5/25/2019 2:30,35,16.6,1231,0.1231,1.714,7.624,,,,
5/25/2019,2:45,2:45,5/25/2019 2:45,35,16.6,1231,0.1231,1.719,7.629,,,,
5/25/2019,3:00,3:00,5/25/2019 3:00,35,16.6,1231,0.1231,1.721,7.631,,,,
5/25/2019,3:15,3:15,5/25/2019 3:15,35,16.6,1231,0.1231,1.708,7.618,,,,
5/25/2019,3:30,3:30,5/25/2019 3:30,35,16.6,1231,0.1231,1.716,7.626,,,,
5/25/2019,3:45,3:45,5/25/2019 3:45,35,16.6,1231,0.1231,1.73,7.64,,,,
5/25/2019,4:00,4:00,5/25/2019 4:00,35,16.6,1230,0.123,1.729,7.639,,,,
5/25/2019,4:15,4:15,5/25/2019 4:15,35,16.6,1230,0.123,1.726,7.636,,,,
5/25/2019,4:30,4:30,5/25/2019 4:30,35,16.6,1230,0.123,1.725,7.635,,,,
5/25/2019,4:45,4:45,5/25/2019 4:45,35,16.6,1230,0.123,1.737,7.647,,,,
5/25/2019,5:00,5:00,5/25/2019 5:00,35,16.6,1230,0.123,1.716,7.626,,,,
5/25/2019,5:15,5:15,5/25/2019 5:15,35,16.6,1230,0.123,1.727,7.637,,,,
5/25/2019,5:30,5:30,5/25/2019 5:30,35,16.6,1230,0.123,1.745,7.655,,,,
5/25/2019,5:45,5:45,5/25/2019 5:45,35,16.6,1230,0.123,1.736,7.646,,,,
5/25/2019,6:00,6:00,5/25/2019 6:00,35,16.6,1230,0.123,1.732,7.642,,,,
5/25/2019,6:15,6:15,5/25/2019 6:15,35,16.6,1230,0.123,1.738,7.648,,,,
5/25/2019,6:30,6:30,5/25/2019 6:30,35,16.6,1230,0.123,1.744,7.654,,,,
5/25/2019,6:45,6:45,5/25/2019 6:45,35,16.6,1230,0.123,1.736,7.646,,,,
5/25/2019,7:00,7:00,5/25/2019 7:00,35,16.6,1230,0.123,1.74,7.65,,,,
5/25/2019,7:15,7:15,5/25/2019 7:15,35,16.6,1230,0.123,1.74,7.65,,,,
5/25/2019,7:30,7:30,5/25/2019 7:30,35,16.6,1230,0.123,1.741,7.651,,,,
5/25/2019,7:45,7:45,5/25/2019 7:45,35,16.6,1230,0.123,1.75,7.66,,,,
5/25/2019,8:00,8:00,5/25/2019 8:00,35,16.6,1230,0.123,1.763,7.673,,,,
5/25/2019,8:15,8:15,5/25/2019 8:15,35,16.6,1229,0.1229,1.747,7.657,,,,
5/25/2019,8:30,8:30,5/25/2019 8:30,35,16.6,1229,0.1229,1.758,7.668,,,,
5/25/2019,8:45,8:45,5/25/2019 8:45,35,16.6,1229,0.1229,1.752,7.662,,,,
5/25/2019,9:00,9:00,5/25/2019 9:00,35,16.6,1229,0.1229,1.744,7.654,,,,
5/25/2019,9:15,9:15,5/25/2019 9:15,35,16.6,1229,0.1229,1.752,7.662,,,,
5/25/2019,9:30,9:30,5/25/2019 9:30,35,16.6,1229,0.1229,1.754,7.664,,,,
5/25/2019,9:45,9:45,5/25/2019 9:45,35,16.6,1229,0.1229,1.741,7.651,,,,
5/25/2019,10:00,10:00,5/25/2019 10:00,35,16.6,1229,0.1229,1.744,7.654,,,,
5/25/2019,10:15,10:15,5/25/2019 10:15,35,16.6,1229,0.1229,1.751,7.661,,,,
5/25/2019,10:30,10:30,5/25/2019 10:30,35,16.6,1229,0.1229,1.733,7.643,,,,
5/25/2019,10:45,10:45,5/25/2019 10:45,35,16.6,1229,0.1229,1.739,7.649,,,,
5/25/2019,11:00,11:00,5/25/2019 11:00,35,16.6,1228,0.1228,1.731,7.641,,,,
5/25/2019,11:15,11:15,5/25/2019 11:15,35,16.6,1228,0.1228,1.735,7.645,,,,
5/25/2019,11:30,11:30,5/25/2019 11:30,35,16.6,1228,0.1228,1.733,7.643,,,,
5/25/2019,11:45,11:45,5/25/2019 11:45,35,16.6,1228,0.1228,1.732,7.642,,,,
5/25/2019,12:00,12:00,5/25/2019 12:00,35,16.6,1228,0.1228,1.723,7.633,,,,
5/25/2019,12:15,12:15,5/25/2019 12:15,35,16.6,1228,0.1228,1.718,7.628,,,,
5/25/2019,12:30,12:30,5/25/2019 12:30,35,16.6,1228,0.1228,1.718,7.628,,,,
5/25/2019,12:45,12:45,5/25/2019 12:45,35,16.6,1228,0.1228,1.714,7.624,,,,
5/25/2019,13:00,13:00,5/25/2019 13:00,35,16.6,1228,0.1228,1.709,7.619,,,,
5/25/2019,13:15,13:15,5/25/2019 13:15,35,16.6,1228,0.1228,1.701,7.611,,,,
5/25/2019,13:30,13:30,5/25/2019 13:30,35,16.6,1228,0.1228,1.711,7.621,,,,
5/25/2019,13:45,13:45,5/25/2019 13:45,35,16.6,1228,0.1228,1.702,7.612,,,,
5/25/2019,14:00,14:00,5/25/2019 14:00,35,16.6,1228,0.1228,1.698,7.608,,,,
5/25/2019,14:15,14:15,5/25/2019 14:15,35,16.6,1228,0.1228,1.692,7.602,,,,
5/25/2019,14:30,14:30,5/25/2019 14:30,35,16.6,1228,0.1228,1.684,7.594,,,,
5/25/2019,14:45,14:45,5/25/2019 14:45,35,16.6,1228,0.1228,1.672,7.582,,,,
5/25/2019,15:00,15:00,5/25/2019 15:00,35,16.6,1228,0.1228,1.667,7.577,,,,
5/25/2019,15:15,15:15,5/25/2019 15:15,35,16.6,1228,0.1228,1.662,7.572,,,,
5/25/2019,15:30,15:30,5/25/2019 15:30,35,16.6,1228,0.1228,1.659,7.569,,,,
5/25/2019,15:45,15:45,5/25/2019 15:45,35,16.6,1228,0.1228,1.66,7.57,,,,
5/25/2019,16:00,16:00,5/25/2019 16:00,35,16.6,1228,0.1228,1.656,7.566,,,,
5/25/2019,16:15,16:15,5/25/2019 16:15,35,16.6,1228,0.1228,1.65,7.56,,,,
5/25/2019,16:30,16:30,5/25/2019 16:30,35,16.6,1228,0.1228,1.644,7.554,,,,
5/25/2019,16:45,16:45,5/25/2019 16:45,35,16.6,1228,0.1228,1.637,7.547,,,,
5/25/2019,17:00,17:00,5/25/2019 17:00,35,16.6,1228,0.1228,1.63,7.54,,,,
5/25/2019,17:15,17:15,5/25/2019 17:15,35,16.6,1228,0.1228,1.624,7.534,,,,
5/25/2019,17:30,17:30,5/25/2019 17:30,35,16.6,1228,0.1228,1.639,7.549,,,,
5/25/2019,17:45,17:45,5/25/2019 17:45,35,16.6,1228,0.1228,1.624,7.534,,,,
5/25/2019,18:00,18:00,5/25/2019 18:00,35,16.6,1228,0.1228,1.622,7.532,,,,
5/25/2019,18:15,18:15,5/25/2019 18:15,35,16.6,1228,0.1228,1.625,7.535,,,,
5/25/2019,18:30,18:30,5/25/2019 18:30,35,16.6,1228,0.1228,1.623,7.533,,,,
5/25/2019,18:45,18:45,5/25/2019 18:45,35,16.6,1228,0.1228,1.626,7.536,,,,
5/25/2019,19:00,19:00,5/25/2019 19:00,35,16.6,1228,0.1228,1.622,7.532,,,,
5/25/2019,19:15,19:15,5/25/2019 19:15,35,16.6,1228,0.1228,1.613,7.523,,,,
5/25/2019,19:30,19:30,5/25/2019 19:30,35,16.6,1228,0.1228,1.621,7.531,,,,
5/25/2019,19:45,19:45,5/25/2019 19:45,35,16.6,1228,0.1228,1.628,7.538,,,,
5/25/2019,20:00,20:00,5/25/2019 20:00,35,16.6,1228,0.1228,1.622,7.532,,,,
5/25/2019,20:15,20:15,5/25/2019 20:15,35,16.6,1228,0.1228,1.624,7.534,,,,
5/25/2019,20:30,20:30,5/25/2019 20:30,35,16.6,1228,0.1228,1.639,7.549,,,,
5/25/2019,20:45,20:45,5/25/2019 20:45,35,16.6,1228,0.1228,1.628,7.538,,,,
5/25/2019,21:00,21:00,5/25/2019 21:00,35,16.6,1228,0.1228,1.626,7.536,,,,
5/25/2019,21:15,21:15,5/25/2019 21:15,35,16.6,1228,0.1228,1.643,7.553,,,,
5/25/2019,21:30,21:30,5/25/2019 21:30,35,16.6,1228,0.1228,1.643,7.553,,,,
5/25/2019,21:45,21:45,5/25/2019 21:45,35,16.6,1228,0.1228,1.64,7.55,,,,
5/25/2019,22:00,22:00,5/25/2019 22:00,35,16.6,1228,0.1228,1.653,7.563,,,,
